ADQ_ID,ROI,FixTime,EnterCount,RegressionCount
m19q3,KW_n2q3_1,2.3219999999999996,6,5
m19q3,INST_n2q3_2,2.1999999999999993,1,0
m19q3,INST_n2q3_1,2.8119999999999994,4,3
m19q3,BG_n2q3,2.933,13,12
m19q3,KW_n2q3_2,1.466,4,3
m19q3,KW_n2q3_3,2.4459999999999997,5,4
m19q4,INST_n2q4_2b,4.278999999999999,5,4
m19q4,KW_n2q4_1,51.950999999999915,12,11
m19q4,INST_n2q4_1,1.9549999999999996,7,6
m19q4,BG_n2q4,3.6679999999999993,9,8
m19q4,INST_n2q4_2a,4.644999999999999,5,4
m19q5,BG_n2q5,8.918999999999995,10,9
m19q5,INST_n2q5_1a,2.569,3,2
m19q5,INST_n2q5_1c,0.367,1,0
m19q5,INST_n2q5_1b,1.836,7,6
m2q1,KW_n2q1_4,5.989999999999998,3,2
m2q1,INST_n2q1_1,2.935999999999999,3,2
m2q1,KW_n2q1_1,9.535999999999994,3,2
m2q1,BG_n2q1,2.3229999999999995,7,6
m2q1,KW_n2q1_2,6.844999999999998,3,2
m2q1,KW_n2q1_3,5.622999999999999,6,5
m2q2,KW_n2q2_3,4.8889999999999985,6,5
m2q2,KW_n2q2_2,5.989999999999999,4,3
m2q2,INST_n2q2_1,7.087999999999997,4,3
m2q2,BG_n2q2,5.256999999999999,16,15
m2q2,KW_n2q2_4,4.891,10,9
m2q2,KW_n2q2_1,7.0909999999999975,3,2
m2q3,KW_n2q3_1,3.1789999999999994,2,1
m2q3,INST_n2q3_2,4.398999999999998,2,1
m2q3,INST_n2q3_1,1.5909999999999997,1,0
m2q3,BG_n2q3,2.0789999999999993,9,8
m2q3,KW_n2q3_2,2.3189999999999995,5,4
m2q3,KW_n2q3_3,4.767999999999999,5,4
m2q4,INST_n2q4_2b,1.8329999999999997,1,0
m2q4,KW_n2q4_1,31.289999999999996,12,11
m2q4,INST_n2q4_1,1.8370000000000002,4,3
m2q4,BG_n2q4,2.079000000000004,9,8
m2q4,INST_n2q4_2a,8.066999999999998,10,9
m2q5,BG_n2q5,8.187,19,18
m2q5,INST_n2q5_1a,1.224,3,2
m2q5,INST_n2q5_1c,6.481999999999997,14,13
m2q5,INST_n2q5_1b,4.5219999999999985,8,7
m20q1,KW_n2q1_4,1.591,5,4
m20q1,INST_n2q1_1,2.5699999999999994,3,2
m20q1,KW_n2q1_1,7.947999999999998,4,3
m20q1,BG_n2q1,2.5649999999999995,10,9
m20q1,KW_n2q1_2,4.277999999999997,6,5
m20q1,KW_n2q1_3,5.013000000000001,8,7
m20q2,KW_n2q2_3,3.301000000000002,4,3
m20q2,KW_n2q2_2,6.474000000000003,14,13
m20q2,INST_n2q2_1,5.744999999999998,7,6
m20q2,BG_n2q2,7.0929999999999955,21,20
m20q2,KW_n2q2_4,4.399999999999997,8,7
m20q2,KW_n2q2_1,8.433999999999997,10,9
m20q3,KW_n2q3_1,1.4679999999999995,3,2
m20q3,INST_n2q3_2,1.9559999999999995,3,2
m20q3,INST_n2q3_1,1.4649999999999999,3,2
m20q3,BG_n2q3,2.1999999999999997,7,6
m20q3,KW_n2q3_2,0.611,2,1
m20q3,KW_n2q3_3,1.222,3,2
m20q4,INST_n2q4_2b,5.990999999999999,8,7
m20q4,KW_n2q4_1,9.658999999999995,8,7
m20q4,INST_n2q4_1,1.5879999999999996,4,3
m20q4,BG_n2q4,5.744999999999996,18,17
m20q4,INST_n2q4_2a,7.577000000000001,13,12
m20q5,BG_n2q5,6.355999999999999,8,7
m20q5,INST_n2q5_1a,0.733,1,0
m20q5,INST_n2q5_1c,0.245,1,0
m20q5,INST_n2q5_1b,5.012,7,6
m3q1,KW_n2q1_4,1.4659999999999997,4,3
m3q1,INST_n2q1_1,2.082,4,3
m3q1,KW_n2q1_1,4.038,7,6
m3q1,BG_n2q1,5.131999999999999,17,16
m3q1,KW_n2q1_2,2.4449999999999994,6,5
m3q1,KW_n2q1_3,1.467,4,3
m3q2,KW_n2q2_3,2.4460000000000006,3,2
m3q2,KW_n2q2_2,4.277999999999999,8,7
m3q2,INST_n2q2_1,2.3200000000000003,3,2
m3q2,BG_n2q2,5.379,15,14
m3q2,KW_n2q2_4,4.274,6,5
m3q2,KW_n2q2_1,2.3249999999999997,5,4
m3q3,KW_n2q3_1,1.3450000000000002,2,1
m3q3,INST_n2q3_2,1.467,2,1
m3q3,INST_n2q3_1,1.9549999999999998,3,2
m3q3,BG_n2q3,2.3229999999999995,10,9
m3q3,KW_n2q3_2,0.857,2,1
m3q3,KW_n2q3_3,1.9549999999999996,5,4
m3q4,INST_n2q4_2b,3.544999999999999,4,3
m3q4,KW_n2q4_1,56.10599999999987,22,21
m3q4,INST_n2q4_1,2.9360000000000017,5,4
m3q4,BG_n2q4,4.522999999999993,19,18
m3q4,INST_n2q4_2a,5.743999999999999,15,14
m3q5,BG_n2q5,5.254999999999999,13,12
m3q5,INST_n2q5_1a,4.765999999999998,8,7
m3q5,INST_n2q5_1c,0.856,2,1
m3q5,INST_n2q5_1b,2.08,6,5
m4q1,KW_n2q1_4,1.347,1,0
m4q1,INST_n2q1_1,1.101,1,0
m4q1,KW_n2q1_1,3.0549999999999997,4,3
m4q1,BG_n2q1,2.3209999999999997,7,6
m4q1,KW_n2q1_2,1.105,5,4
m4q1,KW_n2q1_3,0.855,1,0
m4q2,KW_n2q2_3,3.0580000000000007,7,6
m4q2,KW_n2q2_2,2.691,4,3
m4q2,INST_n2q2_1,4.644999999999999,4,3
m4q2,BG_n2q2,9.411999999999995,22,21
m4q2,KW_n2q2_4,5.619999999999998,7,6
m4q2,KW_n2q2_1,3.911999999999999,8,7
m4q3,KW_n2q3_1,0.856,3,2
m4q3,INST_n2q3_2,1.1,1,0
m4q3,INST_n2q3_1,0.367,1,0
m4q3,BG_n2q3,0.978,4,3
m4q3,KW_n2q3_2,1.099,3,2
m4q3,KW_n2q3_3,1.345,2,1
m4q4,INST_n2q4_2b,1.1010000000000009,2,1
m4q4,KW_n2q4_1,25.057,8,7
m4q4,INST_n2q4_1,0.612,2,1
m4q4,BG_n2q4,1.3439999999999999,8,7
m4q4,INST_n2q4_2a,1.2229999999999999,5,4
m4q5,BG_n2q5,7.332999999999997,17,16
m4q5,INST_n2q5_1a,3.1769999999999996,3,2
m4q5,INST_n2q5_1c,1.9549999999999996,6,5
m4q5,INST_n2q5_1b,6.358,10,9
m5q1,KW_n2q1_4,3.9109999999999987,8,7
m5q1,INST_n2q1_1,1.9569999999999992,3,2
m5q1,KW_n2q1_1,8.600999999999997,8,7
m5q1,BG_n2q1,6.358999999999999,21,20
m5q1,KW_n2q1_2,5.379,10,9
m5q1,KW_n2q1_3,1.835,4,3
m5q2,KW_n2q2_3,5.499999999999999,9,8
m5q2,KW_n2q2_2,4.402,5,4
m5q2,INST_n2q2_1,2.8129999999999997,4,3
m5q2,BG_n2q2,5.743999999999999,16,15
m5q2,KW_n2q2_4,3.7889999999999984,11,10
m5q2,KW_n2q2_1,2.6879999999999997,5,4
m5q3,KW_n2q3_1,0.733,4,3
m5q3,INST_n2q3_2,0.979,2,1
m5q3,INST_n2q3_1,0.611,2,1
m5q3,BG_n2q3,1.4669999999999999,6,5
m5q3,KW_n2q3_2,1.833,3,2
m5q3,KW_n2q3_3,1.222,3,2
m5q4,INST_n2q4_2b,1.8329999999999997,2,1
m5q4,KW_n2q4_1,26.528000000000002,10,9
m5q4,INST_n2q4_1,1.7110000000000016,3,2
m5q4,BG_n2q4,3.174999999999997,13,12
m5q4,INST_n2q4_2a,4.401999999999999,10,9
m5q5,BG_n2q5,3.4239999999999986,8,7
m5q5,INST_n2q5_1a,2.4459999999999984,4,3
m5q5,INST_n2q5_1c,0.855,3,2
m5q5,INST_n2q5_1b,1.221,3,2
m6q1,KW_n2q1_4,3.9109999999999996,6,5
m6q1,INST_n2q1_1,5.501,5,4
m6q1,KW_n2q1_1,8.803999999999993,8,7
m6q1,BG_n2q1,4.521000000000002,14,13
m6q1,KW_n2q1_2,6.354999999999998,10,9
m6q1,KW_n2q1_3,4.398999999999998,5,4
m6q2,KW_n2q2_3,3.1789999999999994,6,5
m6q2,KW_n2q2_2,7.087,12,11
m6q2,INST_n2q2_1,4.889999999999998,7,6
m6q2,BG_n2q2,4.160999999999999,17,16
m6q2,KW_n2q2_4,5.619999999999997,9,8
m6q2,KW_n2q2_1,6.477000000000002,9,8
m6q3,KW_n2q3_1,1.2239999999999998,3,2
m6q3,INST_n2q3_2,2.445,3,2
m6q3,INST_n2q3_1,1.222,1,0
m6q3,BG_n2q3,1.9549999999999992,4,3
m6q3,KW_n2q3_2,1.343,3,2
m6q3,KW_n2q3_3,3.0549999999999997,5,4
m6q4,INST_n2q4_2b,6.9689999999999985,11,10
m6q4,KW_n2q4_1,16.501999999999985,17,16
m6q4,INST_n2q4_1,4.887999999999998,9,8
m6q4,BG_n2q4,7.8229999999999995,25,24
m6q4,INST_n2q4_2a,16.618999999999986,19,18
m6q5,BG_n2q5,5.865999999999998,9,8
m6q5,INST_n2q5_1a,2.2029999999999994,4,3
m6q5,INST_n2q5_1c,2.6899999999999995,4,3
m6q5,INST_n2q5_1b,2.932999999999999,3,2
m7q1,KW_n2q1_4,3.422999999999999,6,5
m7q1,INST_n2q1_1,7.340999999999998,7,6
m7q1,KW_n2q1_1,6.481999999999998,16,15
m7q1,BG_n2q1,11.615999999999993,23,22
m7q1,KW_n2q1_2,5.495999999999999,15,14
m7q1,KW_n2q1_3,4.767999999999999,9,8
m7q2,KW_n2q2_3,1.101,5,4
m7q2,KW_n2q2_2,5.376000000000001,6,5
m7q2,INST_n2q2_1,2.811,3,2
m7q2,BG_n2q2,4.521999999999999,14,13
m7q2,KW_n2q2_4,3.5459999999999994,5,4
m7q2,KW_n2q2_1,4.523999999999997,8,7
m7q3,KW_n2q3_1,0.244,1,0
m7q3,INST_n2q3_2,2.4419999999999993,4,3
m7q3,INST_n2q3_1,5.1339999999999995,4,3
m7q3,BG_n2q3,4.889999999999999,10,9
m7q3,KW_n2q3_2,1.4670000000000005,2,1
m7q3,KW_n2q3_3,2.1999999999999984,4,3
m7q4,INST_n2q4_2b,4.6410000000000045,7,6
m7q4,KW_n2q4_1,14.057999999999986,9,8
m7q4,INST_n2q4_1,3.5439999999999987,7,6
m7q4,BG_n2q4,10.631999999999993,25,24
m7q4,INST_n2q4_2a,13.203999999999985,20,19
m7q5,BG_n2q5,8.920999999999998,19,18
m7q5,INST_n2q5_1a,2.811,8,7
m7q5,INST_n2q5_1c,3.4239999999999995,7,6
m7q5,INST_n2q5_1b,4.6439999999999975,7,6
m8q1,KW_n2q1_4,3.055999999999999,5,4
m8q1,INST_n2q1_1,4.772999999999999,9,8
m8q1,KW_n2q1_1,11.364999999999993,18,17
m8q1,BG_n2q1,15.770999999999983,26,25
m8q1,KW_n2q1_2,4.5249999999999995,10,9
m8q1,KW_n2q1_3,3.055999999999999,4,3
m8q2,KW_n2q2_3,4.7679999999999945,6,5
m8q2,KW_n2q2_2,6.109999999999998,8,7
m8q2,INST_n2q2_1,1.9549999999999996,3,2
m8q2,BG_n2q2,5.4990000000000006,12,11
m8q2,KW_n2q2_4,5.377,7,6
m8q2,KW_n2q2_1,6.600999999999999,12,11
m8q3,KW_n2q3_1,2.9320000000000013,7,6
m8q3,INST_n2q3_2,3.5429999999999984,4,3
m8q3,INST_n2q3_1,1.9569999999999996,3,2
m8q3,BG_n2q3,2.9349999999999996,10,9
m8q3,KW_n2q3_2,5.4999999999999964,10,9
m8q3,KW_n2q3_3,4.889999999999999,6,5
m8q4,INST_n2q4_2b,5.62,6,5
m8q4,KW_n2q4_1,23.098999999999997,11,10
m8q4,INST_n2q4_1,3.1799999999999997,7,6
m8q4,BG_n2q4,6.235999999999999,18,17
m8q4,INST_n2q4_2a,11.854999999999992,14,13
m8q5,BG_n2q5,8.557999999999996,17,16
m8q5,INST_n2q5_1a,3.0549999999999997,5,4
m8q5,INST_n2q5_1c,2.3209999999999997,5,4
m8q5,INST_n2q5_1b,8.432999999999998,10,9
m9q1,KW_n2q1_4,3.6689999999999996,7,6
m9q1,INST_n2q1_1,3.666999999999999,4,3
m9q1,KW_n2q1_1,7.090999999999998,9,8
m9q1,BG_n2q1,5.745,18,17
m9q1,KW_n2q1_2,5.620999999999998,10,9
m9q1,KW_n2q1_3,1.589,4,3
m9q2,KW_n2q2_3,2.443999999999999,4,3
m9q2,KW_n2q2_2,5.99,10,9
m9q2,INST_n2q2_1,7.210000000000001,4,3
m9q2,BG_n2q2,4.160999999999999,14,13
m9q2,KW_n2q2_4,4.7639999999999985,6,5
m9q2,KW_n2q2_1,8.308999999999994,10,9
m9q3,KW_n2q3_1,0.733,2,1
m9q3,INST_n2q3_2,2.6879999999999997,3,2
m9q3,INST_n2q3_1,3.788999999999999,2,1
m9q3,BG_n2q3,2.443999999999999,5,4
m9q3,KW_n2q3_2,1.222999999999999,4,3
m9q3,KW_n2q3_3,1.7110000000000007,7,6
m9q4,INST_n2q4_2b,5.010999999999998,5,4
m9q4,KW_n2q4_1,12.710999999999991,6,5
m9q4,INST_n2q4_1,2.8119999999999994,5,4
m9q4,BG_n2q4,3.7909999999999995,8,7
m9q4,INST_n2q4_2a,6.5989999999999975,8,7
m9q5,BG_n2q5,12.467999999999991,18,17
m9q5,INST_n2q5_1a,2.566,5,4
m9q5,INST_n2q5_1c,4.399999999999999,6,5
m9q5,INST_n2q5_1b,3.4219999999999993,9,8
m6q1,KW_n2q1_4,2.6889999999999974,7,6
m6q1,INST_n2q1_1,6.236999999999998,4,3
m6q1,KW_n2q1_1,1.221,2,1
m6q1,BG_n2q1,3.9430000000000014,16,15
m6q1,KW_n2q1_2,1.7109999999999999,5,4
m6q1,KW_n2q1_3,3.0779999999999994,3,2
m6q2,KW_n2q2_3,0.611,1,0
m6q2,KW_n2q2_2,2.1989999999999994,4,3
m6q2,INST_n2q2_1,2.5669999999999993,3,2
m6q2,BG_n2q2,0.245,1,0
m6q2,KW_n2q2_4,3.788999999999999,4,3
m6q2,KW_n2q2_1,1.9549999999999996,3,2
m6q3,KW_n2q3_1,0.734,2,1
m6q3,INST_n2q3_2,6.112,2,1
m6q3,INST_n2q3_1,2.1999999999999997,1,0
m6q3,BG_n2q3,0.245,1,0
m6q3,KW_n2q3_2,1.4660000000000009,3,2
m6q3,KW_n2q3_3,2.8099999999999987,2,1
m6q4,INST_n2q4_2b,2.5669999999999993,5,4
m6q4,KW_n2q4_1,2.5669999999999993,2,1
m6q4,INST_n2q4_1,0.489,1,0
m6q4,BG_n2q4,2.8119999999999994,11,10
m6q4,INST_n2q4_2a,19.554999999999996,12,11
m6q5,BG_n2q5,1.834,7,6
m6q5,INST_n2q5_1a,1.101,1,0
m6q5,INST_n2q5_1c,6.966999999999999,7,6
m6q5,INST_n2q5_1b,1.343,2,1
