session_id,roi_type,total_fixation_time_seconds,total_fixation_time_normalized,fixation_time_percentage,fixation_time_percentage_normalized,enter_count,regression_count
m9q2,INST,7.21,0.3038,0.2114,0.2114,4,3
m9q2,BG,4.161,0.1753,0.122,0.122,14,13
m9q3,KW,3.667,0.1545,0.2829,0.2829,13,10
m9q3,INST,6.477,0.2729,0.4998,0.4998,5,3
m9q3,BG,2.444,0.103,0.1886,0.1886,5,4
m9q4,KW,12.711,0.5356,0.3939,0.3939,6,5
m9q4,INST,14.422,0.6077,0.4469,0.4469,18,15
m9q4,BG,3.791,0.1597,0.1175,0.1175,8,7
m9q5,KW,0.0,0.0,0.0,0.0,0,0
m9q5,INST,10.388,0.4377,0.4426,0.4426,20,17
m9q5,BG,12.468,0.5254,0.5312,0.5312,18,17
n10q1,KW,7.094,0.2989,0.5419,0.5419,9,5
n10q1,INST,0.617,0.026,0.0471,0.0471,1,0
n10q1,BG,5.012,0.2112,0.3829,0.3829,8,7
n10q2,KW,10.151,0.4277,0.6696,0.6696,10,6
n10q2,INST,0.856,0.0361,0.0565,0.0565,1,0
n10q2,BG,3.419,0.1441,0.2255,0.2255,8,7
n10q3,KW,5.011,0.2112,0.3762,0.3762,9,6
n10q3,INST,6.6,0.2781,0.4955,0.4955,3,1
n10q3,BG,0.734,0.0309,0.0551,0.0551,3,2
n10q4,KW,15.035,0.6335,0.7277,0.7277,2,1
n10q4,INST,4.401,0.1854,0.213,0.213,4,1
n10q4,BG,0.244,0.0103,0.0118,0.0118,2,1
n10q5,KW,0.0,0.0,0.0,0.0,0,0
n10q5,INST,4.278,0.1803,0.4605,0.4605,11,8
n10q5,BG,4.767,0.2009,0.5131,0.5131,9,8
n11q1,KW,8.56,0.3607,0.6926,0.6926,13,9
n11q1,INST,0.497,0.0209,0.0402,0.0402,1,0
n11q1,BG,3.057,0.1288,0.2473,0.2473,7,6
n11q2,KW,7.336,0.3091,0.6003,0.6003,5,1
n11q2,INST,1.957,0.0825,0.1601,0.1601,2,1
n11q2,BG,2.199,0.0927,0.18,0.18,4,3
n11q3,KW,5.009,0.2111,0.414,0.414,8,5
n11q3,INST,5.746,0.2421,0.4749,0.4749,2,0
n11q3,BG,0.49,0.0206,0.0405,0.0405,3,2
n11q4,KW,27.257,1.0,0.7147,0.7147,4,3
n11q4,INST,8.557,0.3606,0.2244,0.2244,3,0
n11q4,BG,1.345,0.0567,0.0353,0.0353,3,2
n11q5,KW,0.0,0.0,0.0,0.0,0,0
n11q5,INST,3.423,0.1442,0.2886,0.2886,6,3
n11q5,BG,8.312,0.3502,0.7008,0.7008,5,4
n12q1,KW,11.737,0.4946,0.7799,0.7799,16,12
n12q1,INST,0.373,0.0157,0.0248,0.0248,1,0
n12q1,BG,2.324,0.0979,0.1544,0.1544,3,2
n12q2,KW,22.733,0.9579,0.8897,0.8897,7,3
n12q2,INST,0.733,0.0309,0.0287,0.0287,1,0
n12q2,BG,1.347,0.0568,0.0527,0.0527,4,3
n12q3,KW,4.888,0.206,0.408,0.408,7,4
n12q3,INST,5.255,0.2214,0.4386,0.4386,4,2
n12q3,BG,0.977,0.0412,0.0816,0.0816,3,2
n12q4,KW,24.078,1.0,0.7242,0.7242,4,3
n12q4,INST,7.093,0.2989,0.2133,0.2133,6,3
n12q4,BG,0.366,0.0154,0.011,0.011,2,1
n12q5,KW,0.0,0.0,0.0,0.0,0,0
n12q5,INST,2.202,0.0928,0.237,0.237,5,2
n12q5,BG,6.843,0.2883,0.7366,0.7366,6,5
n13q1,KW,6.724,0.2833,0.753,0.753,6,2
n13q1,INST,1.468,0.0619,0.1644,0.1644,1,0
n13q1,BG,0.37,0.0156,0.0414,0.0414,2,1
n13q2,KW,9.657,0.4069,0.7744,0.7744,6,2
n13q2,INST,1.835,0.0773,0.1472,0.1472,1,0
n13q2,BG,0.488,0.0206,0.0391,0.0391,2,1
n13q3,KW,3.546,0.1494,0.2149,0.2149,8,5
n13q3,INST,4.281,0.1804,0.2595,0.2595,4,2
n13q3,BG,7.823,0.3296,0.4741,0.4741,10,9
n13q4,KW,35.813,1.0,0.773,0.773,6,5
n13q4,INST,6.48,0.2731,0.1399,0.1399,7,4
n13q4,BG,2.813,0.1185,0.0607,0.0607,8,7
n13q5,KW,0.0,0.0,0.0,0.0,0,0
n13q5,INST,9.782,0.4122,0.8332,0.8332,8,5
n13q5,BG,1.954,0.0823,0.1664,0.1664,5,4
n14q1,KW,8.927,0.3762,0.839,0.839,5,1
n14q1,INST,1.225,0.0516,0.1151,0.1151,1,0
n14q1,BG,0.244,0.0103,0.0229,0.0229,2,1
n14q2,KW,7.091,0.2988,0.7251,0.7251,4,0
n14q2,INST,1.957,0.0825,0.2001,0.2001,1,0
n14q2,BG,0.244,0.0103,0.0249,0.0249,1,0
n14q3,KW,5.256,0.2215,0.4256,0.4256,11,8
n14q3,INST,4.523,0.1906,0.3662,0.3662,4,2
n14q3,BG,1.956,0.0824,0.1584,0.1584,7,6
n14q4,KW,17.604,0.7418,0.7501,0.7501,2,1
n14q4,INST,3.171,0.1336,0.1351,0.1351,4,1
n14q4,BG,1.467,0.0618,0.0625,0.0625,3,2
n14q5,KW,0.0,0.0,0.0,0.0,0,0
n14q5,INST,8.799,0.3708,0.8888,0.8888,9,6
n14q5,BG,1.101,0.0464,0.1112,0.1112,7,6
n15q1,KW,13.205,0.5564,0.7828,0.7828,6,2
n15q1,INST,1.957,0.0825,0.116,0.116,1,0
n15q1,BG,1.221,0.0515,0.0724,0.0724,3,2
n15q2,KW,9.776,0.4119,0.8,0.8,6,2
n15q2,INST,1.345,0.0567,0.1101,0.1101,1,0
n15q2,BG,0.368,0.0155,0.0301,0.0301,2,1
n15q3,KW,6.356,0.2678,0.5716,0.5716,9,6
n15q3,INST,3.055,0.1287,0.2747,0.2747,5,3
n15q3,BG,1.345,0.0567,0.121,0.121,5,4
n15q4,KW,29.698,1.0,0.8181,0.8181,3,2
n15q4,INST,4.404,0.1856,0.1213,0.1213,5,2
n15q4,BG,0.856,0.0361,0.0236,0.0236,2,1
n15q5,KW,0.0,0.0,0.0,0.0,0,0
n15q5,INST,3.913,0.1649,0.5721,0.5721,8,5
n15q5,BG,2.931,0.1235,0.4285,0.4285,7,6
n16q1,KW,7.579,0.3194,0.7556,0.7556,5,1
n16q1,INST,1.103,0.0465,0.11,0.11,1,0
n16q1,BG,0.978,0.0412,0.0975,0.0975,2,1
n16q2,KW,8.925,0.3761,0.8026,0.8026,6,2
n16q2,INST,1.467,0.0618,0.1319,0.1319,1,0
n16q2,BG,0.366,0.0154,0.0329,0.0329,2,1
n16q3,KW,4.276,0.1802,0.3845,0.3845,9,6
n16q3,INST,4.279,0.1803,0.3848,0.3848,3,1
n16q3,BG,1.467,0.0618,0.1319,0.1319,6,5
n16q4,KW,22.001,0.9271,0.7966,0.7966,4,3
n16q4,INST,3.788,0.1596,0.1371,0.1371,4,1
n16q4,BG,0.733,0.0309,0.0265,0.0265,4,3
n16q5,KW,0.0,0.0,0.0,0.0,0,0
n16q5,INST,3.544,0.1493,0.58,0.58,6,3
n16q5,BG,2.567,0.1082,0.4201,0.4201,5,4
n17q1,KW,7.949,0.335,0.7651,0.7651,7,3
n17q1,INST,1.469,0.0619,0.1414,0.1414,1,0
n17q1,BG,0.729,0.0307,0.0702,0.0702,4,3
n17q2,KW,8.19,0.3451,0.8273,0.8273,5,1
n17q2,INST,0.856,0.0361,0.0865,0.0865,1,0
n17q2,BG,0.244,0.0103,0.0246,0.0246,1,0
n17q3,KW,4.767,0.2009,0.4757,0.4757,9,6
n17q3,INST,3.3,0.1391,0.3293,0.3293,4,2
n17q3,BG,1.834,0.0773,0.183,0.183,5,4
n17q4,KW,24.199,1.0,0.8251,0.8251,4,3
n17q4,INST,3.667,0.1545,0.125,0.125,3,0
n17q4,BG,0.368,0.0155,0.0125,0.0125,3,2
n17q5,KW,0.0,0.0,0.0,0.0,0,0
n17q5,INST,5.132,0.2163,0.8238,0.8238,6,3
n17q5,BG,0.979,0.0413,0.1571,0.1571,4,3
n18q1,KW,6.602,0.2782,0.8574,0.8574,5,1
n18q1,INST,0.613,0.0258,0.0796,0.0796,1,0
n18q1,BG,0.244,0.0103,0.0317,0.0317,2,1
n18q2,KW,10.757,0.4533,0.7927,0.7927,4,0
n18q2,INST,1.712,0.0721,0.1262,0.1262,1,0
n18q2,BG,0.489,0.0206,0.036,0.036,1,0
n18q3,KW,2.932,0.1235,0.3332,0.3332,9,6
n18q3,INST,3.544,0.1493,0.4027,0.4027,3,1
n18q3,BG,1.713,0.0722,0.1947,0.1947,7,6
n18q4,KW,21.023,0.8859,0.8389,0.8389,5,4
n18q4,INST,1.96,0.0826,0.0782,0.0782,3,0
n18q4,BG,0.855,0.036,0.0341,0.0341,5,4
n18q5,KW,0.0,0.0,0.0,0.0,0,0
n18q5,INST,4.033,0.1699,0.6474,0.6474,7,4
n18q5,BG,1.955,0.0824,0.3138,0.3138,5,4
n19q1,KW,8.082,0.3406,0.8147,0.8147,4,0
n19q1,INST,1.224,0.0516,0.1234,0.1234,1,0
n19q1,BG,0.244,0.0103,0.0246,0.0246,1,0
n19q2,KW,5.499,0.2317,0.7492,0.7492,5,1
n19q2,INST,1.223,0.0515,0.1666,0.1666,1,0
n19q2,BG,0.368,0.0155,0.0501,0.0501,3,2
n19q3,KW,4.155,0.1751,0.5313,0.5313,7,4
n19q3,INST,2.2,0.0927,0.2813,0.2813,3,1
n19q3,BG,1.1,0.0464,0.1407,0.1407,4,3
n19q4,KW,23.466,0.9888,0.8496,0.8496,2,1
n19q4,INST,2.446,0.1031,0.0886,0.0886,4,2
n19q4,BG,0.367,0.0155,0.0133,0.0133,2,1
n19q5,KW,0.0,0.0,0.0,0.0,0,0
n19q5,INST,5.134,0.2163,0.8944,0.8944,5,2
n19q5,BG,0.488,0.0206,0.085,0.085,2,1
n1q1,KW,8.681,0.3658,0.8355,0.8355,17,13
n1q1,INST,0.612,0.0258,0.0589,0.0589,1,0
n1q1,BG,1.1,0.0464,0.1059,0.1059,3,2
n1q2,KW,6.723,0.2833,0.4868,0.4868,13,9
n1q2,INST,3.789,0.1597,0.2744,0.2744,6,5
n1q2,BG,2.934,0.1236,0.2125,0.2125,12,11
n1q3,KW,0.855,0.036,0.0804,0.0804,6,3
n1q3,INST,2.322,0.0978,0.2184,0.2184,6,4
n1q3,BG,6.967,0.2936,0.6554,0.6554,9,8
n1q4,KW,17.235,0.7262,0.7087,0.7087,6,5
n1q4,INST,0.978,0.0412,0.0402,0.0402,5,2
n1q4,BG,5.253,0.2213,0.216,0.216,11,10
n1q5,KW,0.0,0.0,0.0,0.0,0,0
n1q5,INST,4.277,0.1802,0.4664,0.4664,6,3
n1q5,BG,4.89,0.2061,0.5333,0.5333,6,5
n20q1,KW,6.114,0.2576,0.8066,0.8066,11,7
n20q1,INST,1.101,0.0464,0.1453,0.1453,1,0
n20q1,BG,0.368,0.0155,0.0485,0.0485,2,1
n20q2,KW,5.501,0.2318,0.763,0.763,4,0
n20q2,INST,1.1,0.0464,0.1526,0.1526,1,0
n20q2,BG,0.244,0.0103,0.0338,0.0338,1,0
n20q3,KW,4.156,0.1751,0.4659,0.4659,10,7
n20q3,INST,2.812,0.1185,0.3152,0.3152,2,0
n20q3,BG,1.345,0.0567,0.1508,0.1508,6,5
n20q4,KW,21.267,0.8961,0.8327,0.8327,2,1
n20q4,INST,3.176,0.1338,0.1244,0.1244,4,1
n20q4,BG,0.0,0.0,0.0,0.0,0,0
n20q5,KW,0.0,0.0,0.0,0.0,0,0
n20q5,INST,4.768,0.2009,0.6097,0.6097,7,4
n20q5,BG,3.054,0.1287,0.3905,0.3905,6,5
n2q1,KW,10.76,0.4534,0.8072,0.8072,6,2
n2q1,INST,2.081,0.0877,0.1561,0.1561,1,0
n2q1,BG,0.0,0.0,0.0,0.0,0,0
n2q2,KW,10.634,0.4481,0.7768,0.7768,10,6
n2q2,INST,1.956,0.0824,0.1429,0.1429,1,0
n2q2,BG,0.489,0.0206,0.0357,0.0357,3,2
n2q3,KW,5.869,0.2473,0.3968,0.3968,9,6
n2q3,INST,5.992,0.2525,0.4051,0.4051,5,3
n2q3,BG,2.809,0.1184,0.1899,0.1899,7,6
n2q4,KW,22.614,0.9529,0.7645,0.7645,3,2
n2q4,INST,4.767,0.2009,0.1612,0.1612,6,3
n2q4,BG,1.343,0.0566,0.0454,0.0454,7,6
n2q5,KW,0.0,0.0,0.0,0.0,0,0
n2q5,INST,16.87,0.7109,0.8791,0.8791,7,4
n2q5,BG,1.347,0.0568,0.0702,0.0702,4,3
n3q1,KW,15.773,0.6646,0.8777,0.8777,9,5
n3q1,INST,0.735,0.031,0.0409,0.0409,1,0
n3q1,BG,0.611,0.0257,0.034,0.034,3,2
n3q2,KW,10.756,0.4532,0.8978,0.8978,4,0
n3q2,INST,0.733,0.0309,0.0612,0.0612,1,0
n3q2,BG,0.122,0.0051,0.0102,0.0102,1,0
n3q3,KW,4.032,0.1699,0.3332,0.3332,7,4
n3q3,INST,3.423,0.1442,0.2829,0.2829,1,0
n3q3,BG,4.034,0.17,0.3334,0.3334,5,4
n3q4,KW,20.046,0.8447,0.7162,0.7162,2,1
n3q4,INST,6.234,0.2627,0.2227,0.2227,3,1
n3q4,BG,0.856,0.0361,0.0306,0.0306,4,3
n3q5,KW,0.0,0.0,0.0,0.0,0,0
n3q5,INST,8.66,0.3649,0.788,0.788,9,6
n3q5,BG,2.326,0.098,0.2116,0.2116,4,3
n4q1,KW,8.073,0.3402,0.8255,0.8255,6,2
n4q1,INST,0.0,0.0,0.0,0.0,0,0
n4q1,BG,1.589,0.067,0.1625,0.1625,5,4
n4q2,KW,8.435,0.3554,0.7928,0.7928,6,2
n4q2,INST,0.978,0.0412,0.0919,0.0919,2,1
n4q2,BG,0.612,0.0258,0.0575,0.0575,3,2
n4q3,KW,7.334,0.309,0.5129,0.5129,8,5
n4q3,INST,5.746,0.2421,0.4018,0.4018,3,1
n4q3,BG,0.612,0.0258,0.0428,0.0428,3,2
n4q4,KW,26.402,1.0,0.6771,0.6771,7,6
n4q4,INST,9.781,0.4121,0.2509,0.2509,10,7
n4q4,BG,1.099,0.0463,0.0282,0.0282,5,4
n4q5,KW,0.0,0.0,0.0,0.0,0,0
n4q5,INST,5.991,0.2524,0.7661,0.7661,6,3
n4q5,BG,1.466,0.0618,0.1875,0.1875,6,5
n5q1,KW,10.639,0.4483,0.8532,0.8532,5,1
n5q1,INST,1.101,0.0464,0.0883,0.0883,1,0
n5q1,BG,0.122,0.0051,0.0098,0.0098,1,0
n5q2,KW,12.958,0.546,0.848,0.848,6,2
n5q2,INST,1.468,0.0619,0.0961,0.0961,2,1
n5q2,BG,0.488,0.0206,0.0319,0.0319,3,2
n5q3,KW,5.379,0.2267,0.3697,0.3697,8,5
n5q3,INST,6.479,0.273,0.4453,0.4453,4,2
n5q3,BG,1.222,0.0515,0.084,0.084,5,4
n5q4,KW,13.323,0.5614,0.6157,0.6157,4,3
n5q4,INST,6.601,0.2782,0.305,0.305,4,1
n5q4,BG,0.612,0.0258,0.0283,0.0283,2,1
n5q5,KW,0.0,0.0,0.0,0.0,0,0
n5q5,INST,5.499,0.2317,0.5997,0.5997,8,5
n5q5,BG,3.303,0.1392,0.3602,0.3602,5,4
n6q1,KW,7.583,0.3195,0.756,0.756,8,4
n6q1,INST,0.734,0.0309,0.0732,0.0732,1,0
n6q1,BG,1.222,0.0515,0.1218,0.1218,4,3
n6q2,KW,25.179,1.0,0.9237,0.9237,9,5
n6q2,INST,0.977,0.0412,0.0358,0.0358,1,0
n6q2,BG,0.367,0.0155,0.0135,0.0135,3,2
n6q3,KW,4.279,0.1803,0.2917,0.2917,10,7
n6q3,INST,7.945,0.3348,0.5416,0.5416,6,4
n6q3,BG,0.734,0.0309,0.05,0.05,4,3
n6q4,KW,15.279,0.6438,0.5682,0.5682,6,5
n6q4,INST,8.19,0.3451,0.3046,0.3046,8,5
n6q4,BG,1.468,0.0619,0.0546,0.0546,4,3
n6q5,KW,0.0,0.0,0.0,0.0,0,0
n6q5,INST,3.789,0.1597,0.4845,0.4845,7,4
n6q5,BG,3.913,0.1649,0.5004,0.5004,7,6
n7q1,KW,11.25,0.474,0.8212,0.8212,8,4
n7q1,INST,0.373,0.0157,0.0272,0.0272,1,0
n7q1,BG,1.591,0.067,0.1161,0.1161,6,5
n7q2,KW,15.766,0.6643,0.8165,0.8165,10,6
n7q2,INST,1.222,0.0515,0.0633,0.0633,1,0
n7q2,BG,1.347,0.0568,0.0698,0.0698,7,6
n7q3,KW,4.89,0.2061,0.4041,0.4041,9,6
n7q3,INST,5.254,0.2214,0.4342,0.4342,4,2
n7q3,BG,0.978,0.0412,0.0808,0.0808,4,3
n7q4,KW,30.315,1.0,0.7702,0.7702,4,3
n7q4,INST,5.134,0.2163,0.1304,0.1304,9,6
n7q4,BG,2.078,0.0876,0.0528,0.0528,8,7
n7q5,KW,0.0,0.0,0.0,0.0,0,0
n7q5,INST,5.867,0.2472,0.8004,0.8004,5,2
n7q5,BG,1.467,0.0618,0.2001,0.2001,2,1
n8q1,KW,10.026,0.4225,0.8912,0.8912,8,4
n8q1,INST,0.369,0.0155,0.0328,0.0328,1,0
n8q1,BG,0.856,0.0361,0.0761,0.0761,4,3
n8q2,KW,5.379,0.2267,0.4837,0.4837,6,2
n8q2,INST,2.811,0.1184,0.2528,0.2528,2,1
n8q2,BG,2.568,0.1082,0.2309,0.2309,6,5
n8q3,KW,4.155,0.1751,0.3332,0.3332,8,5
n8q3,INST,5.134,0.2163,0.4117,0.4117,3,1
n8q3,BG,1.956,0.0824,0.1569,0.1569,8,7
n8q4,KW,15.892,0.6697,0.6134,0.6134,3,2
n8q4,INST,7.457,0.3142,0.2878,0.2878,7,4
n8q4,BG,1.467,0.0618,0.0566,0.0566,4,3
n8q5,KW,0.0,0.0,0.0,0.0,0,0
n8q5,INST,7.947,0.3349,0.6568,0.6568,14,11
n8q5,BG,3.787,0.1596,0.313,0.313,14,13
n9q1,KW,8.318,0.3505,0.5717,0.5717,10,6
n9q1,INST,0.245,0.0103,0.0168,0.0168,1,0
n9q1,BG,5.5,0.2318,0.378,0.378,8,7
n9q2,KW,9.045,0.3811,0.6433,0.6433,7,3
n9q2,INST,1.834,0.0773,0.1304,0.1304,1,0
n9q2,BG,2.445,0.103,0.1739,0.1739,6,5
n9q3,KW,4.646,0.1958,0.2676,0.2676,6,3
n9q3,INST,10.269,0.4327,0.5915,0.5915,3,1
n9q3,BG,0.856,0.0361,0.0493,0.0493,4,3
n9q4,KW,19.803,0.8345,0.5956,0.5956,3,2
n9q4,INST,10.145,0.4275,0.3051,0.3051,8,5
n9q4,BG,2.321,0.0978,0.0698,0.0698,7,6
n9q5,KW,0.0,0.0,0.0,0.0,0,0
n9q5,INST,5.869,0.2473,0.6318,0.6318,8,5
n9q5,BG,3.421,0.1442,0.3682,0.3682,6,5
